order_id,order_date,product_id,product_name,category,price,quantity,revenue,customer_id,customer_segment,region
ORD10257,2023-07-05,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST1406,Individual,Central
ORD10258,2023-11-27,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2630,Individual,South
ORD10259,2023-08-21,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST1375,Small Business,Central
ORD10260,2023-01-26,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4222,Individual,South
ORD10261,2023-10-17,PROD003,USB-C Cable,Accessories,19.99,4,79.96,CUST4398,Small Business,Central
ORD10262,2023-04-30,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2345,Small Business,Central
ORD10263,2023-05-22,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4516,Small Business,South
ORD10264,2023-05-09,PROD009,Headphones,Electronics,199.99,2,399.98,CUST4270,Small Business,North
ORD10265,2023-01-14,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1539,Enterprise,East
ORD10266,2023-05-02,PROD013,Backpack,Accessories,89.99,1,89.99,CUST3411,Individual,North
ORD10267,2023-05-16,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST1214,Small Business,West
ORD10268,2023-02-28,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4054,Enterprise,West
ORD10269,2023-07-05,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3102,Enterprise,West
ORD10270,2023-04-24,PROD009,Headphones,Electronics,199.99,2,399.98,CUST4872,Enterprise,Central
ORD10271,2023-08-23,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST3635,Enterprise,North
ORD10272,2023-07-25,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST2746,Enterprise,West
ORD10273,2023-08-16,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST1301,Enterprise,East
ORD10274,2023-03-17,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1269,Small Business,East
ORD10275,2023-11-21,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3916,Individual,West
ORD10276,2023-09-29,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2207,Education,Central
ORD10277,2023-08-09,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1406,Enterprise,Central
ORD10278,2023-04-21,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST2761,Education,South
ORD10279,2023-06-23,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4389,Education,West
ORD10280,2023-02-18,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST2280,Education,East
ORD10281,2023-05-11,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST2533,Small Business,West
ORD10282,2023-02-16,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4406,Enterprise,North
ORD10283,2023-02-19,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4049,Individual,South
ORD10284,2023-01-31,PROD009,Headphones,Electronics,199.99,1,199.99,CUST3402,Individual,North
ORD10285,2023-07-01,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4578,Education,North
ORD10286,2023-11-04,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1424,Small Business,South
ORD10287,2023-09-04,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1918,Enterprise,East
ORD10288,2023-10-12,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST4123,Individual,Central
ORD10289,2023-08-08,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST4461,Enterprise,Central
ORD10290,2023-12-03,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2095,Enterprise,South
ORD10291,2023-12-26,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST4774,Individual,East
ORD10292,2023-04-03,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST4562,Small Business,Central
ORD10293,2023-07-25,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1285,Small Business,North
ORD10294,2023-09-29,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST1881,Education,West
ORD10295,2023-06-24,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST1644,Individual,East
ORD10296,2023-06-16,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST4181,Enterprise,North
ORD10297,2023-03-22,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST4090,Enterprise,North
ORD10298,2023-08-15,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST3711,Education,West
ORD10299,2023-08-15,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2696,Individual,South
ORD10300,2023-09-20,PROD013,Backpack,Accessories,89.99,1,89.99,CUST1466,Individual,West
ORD10301,2023-05-26,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3777,Education,Central
ORD10302,2023-06-07,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1186,Small Business,West
ORD10303,2023-01-29,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1031,Small Business,East
ORD10304,2023-03-12,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST4130,Individual,East
ORD10305,2023-03-03,PROD006,Desk Chair,Furniture,249.99,3,749.97,CUST1031,Education,West
ORD10306,2023-03-08,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2557,Small Business,Central
ORD10307,2023-12-09,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1295,Education,North
ORD10308,2023-01-10,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST2883,Enterprise,East
ORD10309,2023-08-08,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3348,Education,West
ORD10310,2023-02-28,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2659,Enterprise,East
ORD10311,2023-11-13,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST3824,Individual,North
ORD10312,2023-02-24,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST1996,Education,Central
ORD10313,2023-09-26,PROD007,Standing Desk,Furniture,599.99,3,1799.97,CUST1322,Education,East
ORD10314,2023-06-23,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST1907,Individual,South
ORD10315,2023-09-19,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3593,Enterprise,Central
ORD10316,2023-04-10,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4710,Individual,East
ORD10317,2023-11-27,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST1967,Enterprise,South
ORD10318,2023-04-12,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1710,Small Business,North
ORD10319,2023-11-18,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST4090,Education,Central
ORD10320,2023-11-22,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST2323,Individual,South
ORD10321,2023-02-04,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST2920,Education,East
ORD10322,2023-05-21,PROD013,Backpack,Accessories,89.99,1,89.99,CUST3422,Enterprise,East
ORD10323,2023-02-07,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2271,Education,West
ORD10324,2023-01-30,PROD001,"Laptop Pro 15""",Electronics,1299.99,3,3899.97,CUST2510,Individual,North
ORD10325,2023-02-16,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3519,Education,West
ORD10326,2023-10-11,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST4026,Enterprise,West
ORD10327,2023-10-20,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2316,Education,Central
ORD10328,2023-02-01,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2845,Enterprise,East
ORD10329,2023-02-13,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3066,Small Business,North
ORD10330,2023-12-29,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2799,Small Business,East
ORD10331,2023-05-25,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2586,Education,East
ORD10332,2023-11-03,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST3584,Individual,North
ORD10333,2023-02-18,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3285,Education,East
ORD10334,2023-12-03,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST3468,Small Business,East
ORD10335,2023-10-26,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4754,Individual,East
ORD10336,2023-12-24,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST1528,Enterprise,East
ORD10337,2023-07-12,PROD009,Headphones,Electronics,199.99,1,199.99,CUST3635,Individual,South
ORD10338,2023-12-26,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST4026,Enterprise,West
ORD10339,2023-07-05,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1074,Individual,East
ORD10340,2023-04-20,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2399,Education,South
ORD10341,2023-03-12,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST1634,Enterprise,East
ORD10342,2023-02-21,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST3079,Enterprise,East
ORD10343,2023-11-13,PROD015,Cable Organizer,Accessories,14.99,2,29.98,CUST2543,Small Business,South
ORD10344,2023-12-21,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST4313,Small Business,West
ORD10345,2023-07-30,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2492,Small Business,West
ORD10346,2023-05-26,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST4081,Education,South
ORD10347,2023-05-03,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2267,Education,South
ORD10348,2023-12-14,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2804,Education,East
ORD10349,2023-07-15,PROD013,Backpack,Accessories,89.99,1,89.99,CUST3059,Education,South
ORD10350,2023-04-13,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST4281,Small Business,East
ORD10351,2023-11-25,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST2520,Enterprise,Central
ORD10352,2023-03-05,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2167,Enterprise,South
ORD10353,2023-08-19,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST4708,Small Business,West
ORD10354,2023-04-24,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4345,Education,East
ORD10355,2023-01-14,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2699,Enterprise,West
ORD10356,2023-07-11,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1965,Education,North
ORD10357,2023-04-25,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST1115,Individual,North
ORD10358,2023-11-29,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST1598,Small Business,North
ORD10359,2023-08-30,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST3851,Small Business,West
ORD10360,2023-11-12,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST1324,Enterprise,East
ORD10361,2023-03-18,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST3247,Education,North
ORD10362,2023-05-28,PROD013,Backpack,Accessories,89.99,1,89.99,CUST1973,Individual,North
ORD10363,2023-05-03,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2719,Education,North
ORD10364,2023-09-13,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST3444,Enterprise,Central
ORD10365,2023-05-04,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3943,Small Business,East
ORD10366,2023-01-01,PROD007,Standing Desk,Furniture,599.99,3,1799.97,CUST3518,Individual,South
ORD10367,2023-08-02,PROD010,Phone Case,Accessories,24.99,2,49.98,CUST1767,Enterprise,Central
ORD10368,2023-02-04,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST4905,Enterprise,West
ORD10369,2023-08-29,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST1178,Education,East
ORD10370,2023-01-09,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2462,Enterprise,East
ORD10371,2023-12-03,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST4160,Individual,South
ORD10372,2023-06-30,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST3236,Individual,South
ORD10373,2023-12-17,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST3848,Education,South
ORD10374,2023-03-11,PROD013,Backpack,Accessories,89.99,1,89.99,CUST1258,Education,North
ORD10375,2023-04-14,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1179,Small Business,North
ORD10376,2023-06-08,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST3111,Education,Central
ORD10377,2023-05-10,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST1149,Small Business,East
ORD10378,2023-01-25,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST4546,Individual,East
ORD10379,2023-07-08,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST2789,Education,West
ORD10380,2023-07-17,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2388,Small Business,West
ORD10381,2023-09-12,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST2504,Individual,North
ORD10382,2023-08-06,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST1323,Education,Central
ORD10383,2023-04-03,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST3234,Individual,East
ORD10384,2023-02-10,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST2343,Individual,East
ORD10385,2023-11-05,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST1682,Education,East
ORD10386,2023-01-22,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3977,Individual,Central
ORD10387,2023-05-21,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST3619,Enterprise,North
ORD10388,2023-11-23,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3101,Small Business,North
ORD10389,2023-11-08,PROD003,USB-C Cable,Accessories,19.99,2,39.98,CUST2794,Enterprise,South
ORD10390,2023-05-01,PROD002,Wireless Mouse,Electronics,29.99,3,89.97,CUST4188,Individual,East
ORD10391,2023-10-18,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST1628,Education,East
ORD10392,2023-08-16,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST4125,Enterprise,Central
ORD10393,2023-09-29,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2503,Education,East
ORD10394,2023-05-23,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST2022,Enterprise,North
ORD10395,2023-04-06,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST3044,Education,Central
ORD10396,2023-05-15,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST4174,Individual,West
ORD10397,2023-11-10,PROD004,"Monitor 27""",Electronics,399.99,2,799.98,CUST4753,Education,South
ORD10398,2023-03-11,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4493,Enterprise,West
ORD10399,2023-08-16,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST1359,Individual,East
ORD10400,2023-02-03,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3252,Individual,East
ORD10401,2023-03-22,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST3915,Small Business,East
ORD10402,2023-04-25,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1497,Small Business,South
ORD10403,2023-09-10,PROD004,"Monitor 27""",Electronics,399.99,2,799.98,CUST1107,Individual,Central
ORD10404,2023-07-08,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2914,Small Business,Central
ORD10405,2023-02-14,PROD015,Cable Organizer,Accessories,14.99,2,29.98,CUST1269,Individual,West
ORD10406,2023-09-03,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3153,Education,West
ORD10407,2023-10-22,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST4982,Individual,North
ORD10408,2023-08-27,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST3785,Individual,South
ORD10409,2023-10-10,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST1745,Small Business,West
ORD10410,2023-01-29,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4405,Enterprise,Central
ORD10411,2023-06-05,PROD003,USB-C Cable,Accessories,19.99,3,59.97,CUST1674,Small Business,East
ORD10412,2023-12-30,PROD015,Cable Organizer,Accessories,14.99,4,59.96,CUST4880,Individual,North
ORD10413,2023-04-11,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST3601,Individual,South
ORD10414,2023-06-05,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3516,Enterprise,Central
ORD10415,2023-03-28,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3424,Small Business,South
ORD10416,2023-11-16,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3478,Individual,Central
ORD10417,2023-01-15,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST1332,Enterprise,Central
ORD10418,2023-11-30,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST3343,Education,Central
ORD10419,2023-01-16,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3039,Individual,East
ORD10420,2023-05-06,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST4296,Education,East
ORD10421,2023-02-07,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3820,Enterprise,South
ORD10422,2023-08-01,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST2983,Education,South
ORD10423,2023-11-07,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST4528,Individual,East
ORD10424,2023-03-08,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4115,Individual,Central
ORD10425,2023-02-24,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2307,Small Business,West
ORD10426,2023-05-17,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST2841,Small Business,South
ORD10427,2023-01-26,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST2188,Education,Central
ORD10428,2023-05-08,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4943,Small Business,East
ORD10429,2023-10-23,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST1777,Small Business,West
ORD10430,2023-08-28,PROD009,Headphones,Electronics,199.99,1,199.99,CUST3042,Individual,West
ORD10431,2023-02-16,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4871,Education,Central
ORD10432,2023-05-04,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST1881,Individual,North
ORD10433,2023-05-25,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST3027,Education,East
ORD10434,2023-01-05,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4470,Enterprise,West
ORD10435,2023-05-16,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST3979,Individual,West
ORD10436,2023-01-24,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2640,Enterprise,Central
ORD10437,2023-04-10,PROD009,Headphones,Electronics,199.99,2,399.98,CUST2484,Individual,North
ORD10438,2023-09-16,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST2844,Individual,Central
ORD10439,2023-11-09,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST4993,Enterprise,West
ORD10440,2023-06-23,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3284,Individual,South
ORD10441,2023-11-05,PROD004,"Monitor 27""",Electronics,399.99,3,1199.97,CUST3048,Enterprise,North
ORD10442,2023-03-12,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST3922,Individual,West
ORD10443,2023-08-22,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1610,Small Business,East
ORD10444,2023-11-10,PROD015,Cable Organizer,Accessories,14.99,2,29.98,CUST2609,Individual,Central
ORD10445,2023-09-17,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST4392,Education,Central
ORD10446,2023-09-01,PROD005,Keyboard Mechanical,Electronics,149.99,3,449.97,CUST4341,Enterprise,East
ORD10447,2023-12-11,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST2706,Individual,North
ORD10448,2023-08-31,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2087,Small Business,North
ORD10449,2023-09-03,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1698,Education,South
ORD10450,2023-12-15,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST3345,Enterprise,South
ORD10451,2023-08-14,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2284,Education,South
ORD10452,2023-12-20,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST3055,Education,North
ORD10453,2023-03-12,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST3124,Small Business,Central
ORD10454,2023-12-06,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2543,Individual,South
ORD10455,2023-09-30,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST2402,Individual,East
ORD10456,2023-09-05,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1787,Small Business,East
ORD10457,2023-06-02,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1921,Individual,East
ORD10458,2023-04-17,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3827,Education,East
ORD10459,2023-06-28,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3295,Individual,East
ORD10460,2023-10-21,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST2555,Education,East
ORD10461,2023-03-16,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2189,Enterprise,East
ORD10462,2023-02-10,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST2418,Education,East
ORD10463,2023-09-03,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST1876,Small Business,Central
ORD10464,2023-10-15,PROD005,Keyboard Mechanical,Electronics,149.99,3,449.97,CUST1562,Enterprise,Central
ORD10465,2023-10-28,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST1207,Small Business,South
ORD10466,2023-02-21,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2692,Individual,West
ORD10467,2023-12-15,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST1021,Small Business,West
ORD10468,2023-09-01,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST2955,Small Business,East
ORD10469,2023-05-27,PROD006,Desk Chair,Furniture,249.99,3,749.97,CUST3645,Enterprise,North
ORD10470,2023-10-21,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST4025,Enterprise,South
ORD10471,2023-04-01,PROD007,Standing Desk,Furniture,599.99,3,1799.97,CUST4825,Enterprise,West
ORD10472,2023-09-11,PROD013,Backpack,Accessories,89.99,1,89.99,CUST1763,Individual,North
ORD10473,2023-06-02,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST3326,Enterprise,East
ORD10474,2023-08-21,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST3626,Education,South
ORD10475,2023-09-16,PROD014,Desk Lamp,Furniture,59.99,3,179.97,CUST2917,Individual,South
ORD10476,2023-02-27,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2354,Small Business,West
ORD10477,2023-05-12,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3943,Small Business,North
ORD10478,2023-06-22,PROD012,Smart Watch,Electronics,299.99,3,899.97,CUST4238,Individual,Central
ORD10479,2023-04-09,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1718,Education,West
ORD10480,2023-06-17,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1355,Education,North
ORD10481,2023-03-13,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2955,Individual,South
ORD10482,2023-05-14,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2571,Small Business,West
ORD10483,2023-05-17,PROD013,Backpack,Accessories,89.99,1,89.99,CUST4907,Individual,East
ORD10484,2023-10-21,PROD010,Phone Case,Accessories,24.99,2,49.98,CUST3677,Individual,South
ORD10485,2023-12-08,PROD001,"Laptop Pro 15""",Electronics,1299.99,3,3899.97,CUST2256,Small Business,West
ORD10486,2023-09-15,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST4781,Individual,North
ORD10487,2023-06-01,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST2505,Small Business,South
ORD10488,2023-09-02,PROD003,USB-C Cable,Accessories,19.99,3,59.97,CUST1627,Education,Central
ORD10489,2023-08-01,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST3875,Education,Central
ORD10490,2023-12-07,PROD013,Backpack,Accessories,89.99,1,89.99,CUST4120,Small Business,Central
ORD10491,2023-02-11,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST3152,Education,Central
ORD10492,2023-07-05,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST1319,Enterprise,North
ORD10493,2023-10-08,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST1828,Small Business,South
ORD10494,2023-09-24,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2809,Enterprise,South
ORD10495,2023-10-26,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST4681,Education,North
ORD10496,2023-03-09,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3102,Education,West
ORD10497,2023-01-30,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3288,Education,East
ORD10498,2023-01-12,PROD012,Smart Watch,Electronics,299.99,3,899.97,CUST2621,Individual,North
ORD10499,2023-04-22,PROD012,Smart Watch,Electronics,299.99,3,899.97,CUST3368,Enterprise,North
ORD10500,2023-06-26,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST3868,Enterprise,Central
ORD10501,2023-02-05,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4824,Education,North
ORD10502,2023-07-29,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1737,Small Business,West
ORD10503,2023-07-15,PROD006,Desk Chair,Furniture,249.99,2,499.98,CUST2837,Education,West
ORD10504,2023-12-16,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4582,Small Business,East
ORD10505,2023-04-02,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3200,Education,Central
ORD10506,2023-04-25,PROD003,USB-C Cable,Accessories,19.99,2,39.98,CUST4419,Enterprise,North
ORD10507,2023-08-26,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST3758,Education,Central
ORD10508,2023-04-28,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST2013,Education,East
ORD10509,2023-05-22,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST1772,Enterprise,North
ORD10510,2023-12-05,PROD013,Backpack,Accessories,89.99,1,89.99,CUST4137,Enterprise,South
ORD10511,2023-02-04,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST1413,Enterprise,West
ORD10512,2023-12-11,PROD010,Phone Case,Accessories,24.99,2,49.98,CUST1199,Small Business,North
ORD10513,2023-08-13,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST1959,Small Business,North
ORD10514,2023-09-15,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2184,Small Business,Central
ORD10515,2023-10-23,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3754,Individual,South
